Kalimat-1,Kalimat-2,Kalimat-3,Kalimat-4,Correct Ending,Incorrect Ending
Zulfa wants to reach a high position,Zulfa justifies any means,Zulfa eliminates everyone who gets in his way,Zulfa managed to reach the highest peak in his career,Zulfa cheated and was cunning,Zulfa is very honest in his work
"Yesterday's vacation, I spent time with my family",We went to father's hometown,The view there is very beautiful,"The air is fresh, the atmosphere is calm",My holiday is fun,I do not feel like going home
Ron is Ani's close friend,They recently had a fight and are no longer communicating,Ani seemed disappointed with Ron for neglecting him so often,Ron was confused by a situation like this,Ron and Ani are no longer friends,Ron and Ani are planning to get married next month
Yori finds a lot of unused items in the warehouse,Yori suggested to the mother to sell the item,Mother agreed to Yori's suggestion,Yori holds a warehouse cleaning promo in front of her house,Yori has an entrepreneurial and business spirit,Yori is lazy to help mother clean the warehouse
Nets looks for her engagement ring,The previous path lay on the table,Now the ring is gone,Nets could not find the ring,Jala reported the loss of the ring to the police,Jala was never engaged before
Mom is sleepy,Mother goes to the market,Mom bought a cake,Mother's cake falls on the road,Mother fell asleep on the way home,Mother sleeps in her room
Agnes will always wait for the train to arrive,Agnes never gave up waiting for her lover to return,Agnes always hoped that her boyfriend would come home,The news spreads that Agnes's lover has died on the battlefield,Agnes will never meet her lover again,Agnes picked up her lover at the train station
Ariel went overseas to work,Ariel lives in a dormitory to reduce expenses,There are a lot of boarding rules that Ariel has to obey,Ariel lived in a dormitory until his service ended,Ariel can adapt to his dorm life,Ariel lives in his own house
Aini doesn't believe in horoscope,Aini has the zodiac sign Scorpio,The Scorpio zodiac sign will get a prize this month,Aini did not get a gift this month,The horoscope is not proven,Aini believes the horoscope will happen
"Every weekend, Jimmy watches a cooking competition show",The competition made Jimmy interested in learning to cook,Jimmy started from the simplest recipe,Sometimes he asks his friends to taste his food for input,"Although sometimes his dishes fail, Jimmy never stops trying",Her best friend is secretly participating in a cooking competition
Juliyan just got his alma mater jacket,Juliyan has the official jacket of the organization,Juliyan also has jackets from the associations in his faculty,Juliyan put all her jackets in the cupboard,Juliyan put his alma mater jacket in the cupboard,Juliyan hung his coat jacket in front of the room
Fidy wants to find additional pocket money,Fidy works at a tutoring center,Fidy gets a salary for extra pocket money,Fidy's parents are proud to see Fidy,Fidy did not ask for any more pocket money from his parents,Fidy always asks for money from his parents
"""It's been too long, huh?"" He asked stiffly.","""Yes, too long"" I replied.","""I prepared myself."" He looked down, perhaps feeling guilty.","""Why didn't you tell me?"" I turned my eyes towards the lake and didn't look at her face at all.","""I don't want you to be burdened"" this time he lifted his face and looked at me.",He went on his favorite motorbike.
The 3rd grade students of SD Harapan know Rendi as a naughty child,He likes to be annoying and noisy during class hours,"However, her homeroom teacher never scolded Rendi",He knew that Rendi was actually a smart kid,"However, Rendi lacked the love of his parents","However, Rendi doesn't like physics lessons"
Isa and Rana went to the tavern,Rana invites Rani to buy a new drink,"Rani, who just came to meet Isa",Isa invites Rana to be their best friend,"Isa, Rana, and Rani are in the same restaurant",Rani and Rana were at the bookstore
Hario has a hobby of smoking,Hario School prohibits its students from smoking in the school,Hario brought his cigarette at school,There is a surprise checkup at Hario's school,Hario was punished for being caught smoking,Hario is a model child who doesn't smoke
Jesika swept the 1st and 2nd floors of his house.,"Meanwhile, Jessika's older brother, Rolan, would mop it when Jessika was done sweeping.",They are used to dividing the duties of household chores.,"Cooking is Jessika's job, and washing dishes is done by Rolan.","Washing clothes was also done by Rolan, only when it was dry Jessika ironed it.",Washing clothes and ironing is not Jessika or Rolan's business.
Bella lived her household happily,Bella doesn't have any problem with her husband,Until one day her husband's attitude changed,Bella begins to feel a temptation in her household,Bella is no longer happy in her household,Bella changes attitude towards her husband
Up and Down to the Top of the Mountain is Cissa's favorite song.,Cissa really likes to sing the song.,Especially when on vacation like now.,Cissa and her family traveled to Puncak by bus.,"Along the way, Cissa's cheerful voice was heard singing her favorite song.","Along the way, Cissa's voice was delirious in her sleep."
Erasma loves solving mysteries,Erasma and Cian are best friends,Cian is good at solving puzzles,Erasma is an expert at finding things,Erasma can trace the traces that were found,Erasma is lazy to think about something that is none of his business
